message,label
Q2 attached for last month services,0
Status update on {0} project,0
Q2 newsletter from your favorite blog,0
Contract {0} approved,0
Get exclusive access with this simple trick,1
Invoice {0} processed successfully,0
Hotel {0} reservation confirmed,0
August with colleagues at August,0
December team meeting agenda,0
{0} has been awarded to you,1
Unlock your {0} instantly,1
Your {0} has been updated,0
{0} training session scheduled,0
Confirm your {0} details,1
Reminder your Team is tomorrow,0
Hotel {0} reservation confirmed,0
Your account requires password,1
Meeting scheduled at Monday,0
Hotel {0} reservation confirmed,0
Get account suspension with this simple trick,1
Your account requires lottery prize,1
You qualified for {0},1
Special bank account just for you,1
Act now to get exclusive access,1
Urgent: Your bank account will be blocked,1
Your {0} needs attention,1
{0} report is ready to view,0
Your free shipping is about to expire,1
Final notice: {0} expires today,1
{0} pending confirmation,1
Act now to get bank account,1
Project deadline extended to October,0
New opportunity for {0},1
You qualified for {0},1
Limited time offer: crypto reward,1
Document {0} requires your approval,0
Meeting scheduled at Q2,0
Meeting notes {0} attached,0
Invoice {0} processed successfully,0
Your {0} needs attention,1
Your account requires personal details,1
{0} report is ready to view,0
Night newsletter from your favorite blog,0
Action required on your {0},1
Project deadline extended to February,0
{0} notification alert,1
Calendar invitation for {0},0
Payroll {0} processed,0
Meeting scheduled at March,0
Unlock your {0} instantly,1
Budget {0} approved,0
{0} ticket booked,0
Act now to get fraud alert,1
Confirm your {0} details,1
Report dinner tonight at home,0
{0} has been awarded to you,1
{0} ticket booked,0
Order {0} shipped,0
Congratulations you are selected for {0},1
Order {0} shipped,0
New {0} available in your account,0
Your {0} needs attention,1
Verify your special bonus immediately,1
{0} training session scheduled,0
Congratulations you are selected for {0},1
You qualified for {0},1
Document {0} requires your approval,0
Update with colleagues at Update,0
Act now to get personal details,1
Claim {0} within 24 hours,1
Click here to {0},1
Team {0} scheduled for tomorrow,0
Performance {0} completed,0
Your {0} has been updated,0
Suspicious activity on your inheritance,1
Reminder your March is tomorrow,0
March team meeting agenda,0
April attached for last month services,0
Re-activate your {0} account,1
Action required on your {0},1
Budget {0} approved,0
Your {0} needs attention,1
Reminder your September is tomorrow,0
Click here to {0},1
Unlock your {0} instantly,1
Project deadline extended to Details,0
March appointment confirmed,0
Meeting notes {0} attached,0
Click here to {0},1
Action required on your {0},1
New opportunity for {0},1
{0} report is ready to view,0
Flight {0} departure reminder,0
Your {0} needs attention,1
Special special bonus just for you,1
Re-activate your {0} account,1
Congratulations! Claim your bonus payment today,1
{0} notification alert,1
Meeting scheduled at Agenda,0
Click to receive your {0},1
Congratulations you are selected for {0},1
You have won bank account! Click the link now,1
Calendar invitation for {0},0
Your {0} needs attention,1
Your bonus payment is about to expire,1
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
2026 appointment confirmed,0
Claim {0} within 24 hours,1
Don't miss out on this fraud alert,1
{0} ticket booked,0
Action required on your {0},1
Get bonus payment with this simple trick,1
Performance {0} completed,0
Special bonus payment just for you,1
Special account suspension just for you,1
{0} has been awarded to you,1
You have won account suspension! Click the link now,1
Document {0} requires your approval,0
Q2 dinner tonight at home,0
Congratulations! Claim your lottery prize today,1
Urgent: Your hidden benefit will be blocked,1
Your {0} password expires soon,0
Q1 dinner tonight at home,0
Flight {0} departure reminder,0
Your {0} has been updated,0
Performance {0} completed,0
{0} ticket booked,0
Performance {0} completed,0
Flight {0} departure reminder,0
You have won emergency update! Click the link now,1
Your {0} password expires soon,0
April with colleagues at April,0
Claim {0} within 24 hours,1
Meeting notes {0} attached,0
Reminder your June is tomorrow,0
{0} training session scheduled,0
Your account suspension is about to expire,1
Special lottery prize just for you,1
September appointment confirmed,0
{0} ticket booked,0
Agenda appointment confirmed,0
You qualified for {0},1
Document {0} requires your approval,0
New opportunity for {0},1
Hotel {0} reservation confirmed,0
Act now to get credit card,1
New {0} available in your account,0
Your account requires hidden benefit,1
June with colleagues at June,0
Urgent: Your free shipping will be blocked,1
{0} notification alert,1
Report appointment confirmed,0
Project deadline extended to Evening,0
Final notice: {0} expires today,1
Order {0} shipped,0
You have won inheritance! Click the link now,1
Document {0} requires your approval,0
Meeting scheduled at Q2,0
Claim {0} within 24 hours,1
Order {0} shipped,0
You qualified for {0},1
Meeting scheduled at Budget,0
Delivery {0} confirmed,0
Performance {0} completed,0
Urgent: Your verification required will be blocked,1
Limited time offer: investment opportunity,1
Urgent: Your free shipping will be blocked,1
Action required on your {0},1
{0} pending confirmation,1
Get account suspension with this simple trick,1
Meeting newsletter from your favorite blog,0
Click here to {0},1
Your prize money is about to expire,1
Your {0} has been updated,0
February with colleagues at February,0
Document {0} requires your approval,0
Action required on your {0},1
Action required on your {0},1
Delivery {0} confirmed,0
December dinner tonight at home,0
Meeting notes {0} attached,0
Meeting notes {0} attached,0
Delivery {0} confirmed,0
Order {0} shipped,0
Project deadline extended to April,0
Your free shipping is about to expire,1
Order {0} shipped,0
Update your payment method now,1
Claim your free investment opportunity today,1
Your {0} password expires soon,0
Hotel {0} reservation confirmed,0
Special account access just for you,1
Your {0} subscription renewed,0
Evening with colleagues at Evening,0
Q1 team meeting agenda,0
You have won payment confirmation! Click the link now,1
Status update on {0} project,0
Payroll {0} processed,0
You qualified for {0},1
Final notice: {0} expires today,1
Claim {0} within 24 hours,1
Team {0} scheduled for tomorrow,0
Contract {0} approved,0
{0} ticket booked,0
Flight {0} departure reminder,0
Flight {0} departure reminder,0
Click here to {0},1
Click to receive your {0},1
Re-activate your {0} account,1
Contract {0} approved,0
Limited time offer: exclusive access,1
Click to receive your {0},1
Suspicious activity on your emergency update,1
Your {0} has been updated,0
{0} pending confirmation,1
Urgent: Your hidden benefit will be blocked,1
Project deadline extended to May,0
Your {0} needs attention,1
{0} pending confirmation,1
{0} report is ready to view,0
Meeting scheduled at 10am,0
Action required on your {0},1
Team {0} scheduled for tomorrow,0
{0} pending confirmation,1
You have won password! Click the link now,1
Your {0} subscription renewed,0
Contract {0} approved,0
Your credit card is about to expire,1
Get credit card with this simple trick,1
Your account requires password,1
Claim your free credit card today,1
Click here to {0},1
July team meeting agenda,0
Training dinner tonight at home,0
Calendar invitation for {0},0
{0} pending confirmation,1
New {0} available in your account,0
{0} ticket booked,0
{0} has been awarded to you,1
Re-activate your {0} account,1
Contract {0} approved,0
Your {0} has been updated,0
Congratulations! Claim your prize money today,1
Suspicious activity on your exclusive deal,1
New {0} available in your account,0
Contract {0} approved,0
2026 team meeting agenda,0
Claim your free payment method today,1
Click here to {0},1
Congratulations! Claim your password today,1
{0} has been awarded to you,1
December attached for last month services,0
Special inheritance just for you,1
Confirm your {0} details,1
Meeting notes {0} attached,0
Claim {0} within 24 hours,1
You have won investment opportunity! Click the link now,1
Flight {0} departure reminder,0
Receipt team meeting agenda,0
{0} training session scheduled,0
{0} ticket booked,0
Unlock your {0} instantly,1
You have won prize money! Click the link now,1
{0} ticket booked,0
Get account suspension with this simple trick,1
Performance {0} completed,0
November attached for last month services,0
Act now to get payment confirmation,1
Hotel {0} reservation confirmed,0
Click to receive your {0},1
Don't miss out on this special bonus,1
June attached for last month services,0
Congratulations you are selected for {0},1
Congratulations! Claim your investment opportunity today,1
Final notice: {0} expires today,1
Budget {0} approved,0
New {0} available in your account,0
Update your bonus payment now,1
Claim your free crypto reward today,1
Verify your crypto reward immediately,1
You qualified for {0},1
New opportunity for {0},1
New opportunity for {0},1
You qualified for {0},1
Get payment method with this simple trick,1
{0} notification alert,1
Claim {0} within 24 hours,1
Document {0} requires your approval,0
Reminder your Q4 is tomorrow,0
Limited time offer: personal details,1
Team team meeting agenda,0
{0} report is ready to view,0
Invoice {0} processed successfully,0
You have won secret offer! Click the link now,1
Click to receive your {0},1
Your {0} needs attention,1
Q2 dinner tonight at home,0
Flight {0} departure reminder,0
New {0} available in your account,0
Click to receive your {0},1
Congratulations! Claim your bank account today,1
Update your tax refund now,1
Q2 attached for last month services,0
Payroll {0} processed,0
{0} report is ready to view,0
Evening appointment confirmed,0
Your {0} needs attention,1
Contract {0} approved,0
Status update on {0} project,0
Your {0} request approved,1
{0} pending confirmation,1
{0} training session scheduled,0
Limited time offer: payment method,1
Congratulations you are selected for {0},1
